0.53767,0.84038,1
1.8339,-0.88803,1
-2.2588,0.10009,1
0.86217,-0.54453,1
0.31877,0.30352,1
-1.3077,-0.60033,1
-0.43359,0.48997,1
0.34262,0.73936,1
3.5784,1.7119,1
2.7694,-0.19412,1
-1.3499,-2.1384,1
3.0349,-0.83959,1
0.7254,1.3546,1
-0.063055,-1.0722,1
0.71474,0.96095,1
-0.20497,0.12405,1
-0.12414,1.4367,1
1.4897,-1.9609,1
1.409,-0.1977,1
1.4172,-1.2078,1
0.6715,2.908,1
-1.2075,0.82522,1
0.71724,1.379,1
1.6302,-1.0582,1
0.48889,-0.46862,1
1.0347,-0.27247,1
0.72689,1.0984,1
-0.30344,-0.27787,1
0.29387,0.70154,1
-0.78728,-2.0518,1
0.8884,-0.35385,1
-1.1471,-0.82359,1
-1.0689,-1.5771,1
-0.8095,0.50797,1
-2.9443,0.28198,1
1.4384,0.03348,1
0.32519,-1.3337,1
-0.75493,1.1275,1
1.3703,0.35018,1
-1.7115,-0.29907,1
-0.10224,0.02289,1
-0.24145,-0.262,1
0.31921,-1.7502,1
0.31286,-0.28565,1
-0.86488,-0.83137,1
-0.030051,-0.97921,1
-0.16488,-1.1564,1
0.62771,-0.53356,1
1.0933,-2.0026,1
1.1093,0.96423,1
-0.86365,0.52006,1
0.077359,-0.020028,1
-1.2141,-0.034771,1
-1.1135,-0.79816,1
-0.0068493,1.0187,1
1.5326,-0.13322,1
-0.76967,-0.71453,1
0.37138,1.3514,1
-0.22558,-0.22477,1
1.1174,-0.58903,1
-1.0891,-0.29375,1
0.032557,-0.84793,1
0.55253,-1.1201,1
1.1006,2.526,1
1.5442,1.6555,1
0.085931,0.30754,1
-1.4916,-1.2571,1
-0.7423,-0.86547,1
-1.0616,-0.17653,1
2.3505,0.79142,1
-0.6156,-1.332,1
0.74808,-2.3299,1
-0.19242,-1.4491,1
0.88861,0.33351,1
-0.76485,0.39135,1
-1.4023,0.45168,1
-1.4224,-0.13028,1
0.48819,0.18369,1
-0.17738,-0.47615,1
-0.19605,0.86202,1
1.4193,-1.3617,1
0.29158,0.45503,1
0.19781,-0.84871,1
1.5877,-0.33489,1
-0.80447,0.55278,1
0.69662,1.0391,1
0.83509,-1.1176,1
-0.24372,1.2607,1
0.21567,0.66014,1
-1.1658,-0.067866,1
-1.148,-0.19522,1
0.10487,-0.21761,1
0.72225,-0.30311,1
2.5855,0.023046,1
-0.66689,0.05129,1
0.18733,0.82606,1
-0.082494,1.527,1
-1.933,0.46691,1
-0.43897,-0.20971,1
-1.7947,0.62519,1
3.1832,3.0799,2
1.9702,2.0515,2
3.9492,3.4115,2
3.3071,3.677,2
3.1352,3.8577,2
3.5152,2.3088,2
3.2614,3.4494,2
2.0585,3.1006,2
2.8377,3.8261,2
2.8539,3.5362,2
2.468,3.8979,2
4.6821,2.8681,2
2.1243,2.8528,2
2.5162,4.0078,2
2.288,0.87634,2
1.8258,2.4954,2
2.8078,1.7294,2
2.7259,2.6174,2
4.5301,3.6487,2
2.751,3.8257,2
1.9358,1.9851,2
4.6035,2.5289,2
4.2347,3.137,2
2.7704,2.7081,2
1.4938,3.3018,2
2.5554,3.3999,2
2.8441,2.07,2
3.2761,2.8232,2
2.7388,0.86791,2
3.4434,4.1454,2
3.3919,2.3709,2
1.7493,1.7962,2
2.052,2.7461,2
2.2589,1.5714,2
2.4922,2.9791,2
2.6794,2.4393,2
3.0125,5.1778,2
-0.029177,4.1385,2
2.543,0.50311,2
4.2424,3.4413,2
1.9333,1.6019,2
3.9337,2.7449,2
3.3503,3.1644,2
2.971,3.7477,2
3.1825,2.727,2
1.4349,4.5763,2
2.9155,2.5191,2
4.6039,3.3275,2
3.0983,3.6647,2
3.0414,3.0852,2
2.2658,3.881,2
2.9692,3.3232,2
3.2323,2.2159,2
3.4264,1.1946,2
2.6272,4.8586,2
2.7635,2.3955,2
5.0237,3.1034,2
0.74165,3.5632,2
5.2294,3.1136,2
3.3376,2.0953,2
4.0001,2.5323,2
1.3358,2.8751,2
2.41,4.479,2
2.7219,2.1392,2
3.4227,3.7847,2
1.3298,3.3086,2
3.4716,2.7661,2
1.7872,1.943,2
3.0662,2.7159,2
3.6524,2.9133,2
3.3271,1.5306,2
4.0826,3.1922,2
4.0061,2.1777,2
2.3491,2.9058,2
3.2571,3.3362,2
2.0556,2.0953,2
1.6782,2.7117,2
3.9248,3.3501,2
3,1.1641,2
2.9451,4.036,2
3.9111,5.4245,2
3.5946,3.9594,2
3.3502,2.6842,2
4.2503,3.4286,2
3.9298,1.964,2
3.2398,4.8779,2
2.3096,3.9407,2
2.3484,3.7873,2
4.1921,2.1241,2
1.3882,3.3199,2
2.9755,2.4417,2
1.0512,2.6886,2
4.0205,2.43,2
3.8617,1.9743,2
3.0012,2.0913,2
2.9292,2.7901,2
0.51372,1.3011,2
3.5812,3.6076,2
0.80757,2.8822,2
0.68072,3.6992,2
3.2696,-3.0799,3
3.4943,-2.1015,3
1.5169,-2.8163,3
1.9797,-2.7092,3
2.553,-2.8871,3
3.1097,-2.56,3
4.1287,-2.8983,3
2.71,-0.21266,3
4.2616,-4.1667,3
3.4754,-4.8543,3
4.1741,-4.1407,3
3.1269,-4.0933,3
2.3432,-3.4336,3
1.5186,-3.1685,3
3.1555,-3.2185,3
3.8186,-2.4587,3
2.7074,-2.6107,3
2.4592,-2.2488,3
2.6914,-1.2217,3
1.9034,-1.7769,3
2.507,-4.2833,3
2.8193,-5.329,3
3.0458,-2.0981,3
2.9362,-4.8356,3
3.6113,-2.9332,3
3.1093,-2.9645,3
4.814,-0.77283,3
3.312,-3.0692,3
4.8045,-3.5073,3
2.2769,-2.7642,3
3.5265,-2.7542,3
2.7397,-2.93,3
3.6001,-3.6086,3
3.5939,-4.2226,3
0.81398,-2.6835,3
1.673,-4.3429,3
1.559,-4.0322,3
3.4018,-1.6688,3
4.4702,-3.4189,3
2.6732,-3.1403,3
3.8123,-2.1002,3
3.5455,-3.3001,3
1.9484,-1.9706,3
3.3975,-3.3451,3
2.2481,-1.9872,3
4.5163,-2.3707,3
2.9674,-3.213,3
4.636,-3.8657,3
2.5749,-4.0431,3
3.5894,-3.2701,3
2.9372,-3.4381,3
0.97804,-3.4087,3
2.0179,-2.0165,3
